id,justification,Category
6928,as there is a stop sign ahead.,traffic conditions:traffic sign:stop sign
9107,because the car is heading towards a busy street.,unclassified
15222,while getting onto the exit,road condition:availability:exit
6864,as the vehicle in front of it drives forward.,interaction with other road users:lead vehicle:moving forward:normally
5556,because the car in front of them has come to a stop again.,interaction with other road users:lead vehicle:stop
9776,because the intersection is clear.,road condition:availability:clear road
14757,because the traffic light ahead turns red.,traffic conditions:traffic light:red light
4967,because the light remains red.,traffic conditions:traffic light:red light
5967,because the light ahead is red.,traffic conditions:traffic light:red light
16175,as it heads toward the red light,traffic conditions:traffic light:red light
2072,due to heavy traffic in front of it.,interaction with other road users:traffic:heavy
15293,since the vehicles in front of it are not moving.,interaction with other road users:lead vehicle:stop
5740,as it follows a curve in the road.,unclassified
2312,because there is cross traffic.,interaction with other road users:traffic:heavy
7416,for the red light.,traffic conditions:traffic light:red light
5688,"because the vehicle in front of him is braking, and the lane to the right is clear.",No Label
1198,to change streets,ego car driving intention: vehicle lateral activity:changing lane
11693,as the lane is clear and traffic is moving.,road condition:availability:clear road&interaction with other road users:traffic:moving forward:normally
10818,as the light is red and pedestrians are crossing the road.,interaction with other road users:pedestrians and cyclists: crossing&traffic conditions:traffic light:red light
2758,since it has finished merging right,ego car driving intention: vehicle longitudinal activity:merging
8832,to merge into a gap in traffic.,ego car driving intention: vehicle longitudinal activity:merging
14044,as it completes the parallel parking.,unclassified
1922,due to the light turning red.,traffic conditions:traffic light:red light
12251,because it's turning to the right.,ego car driving intention: vehicle lateral activity:turning
12420,because traffic has stopped.,interaction with other road users:traffic:stop
10432,because traffic has stopped.,interaction with other road users:traffic:stop
8953,because it is parked on the side of the road.,ego car driving intention: vehicle longitudinal activity:park
796,with caution as the streets are wet.,No Label
3682,because traffic isn't really going very far.,No Label
26,The car has no obstructions and is moving forward.,road condition:availability:clear road
5135,to allow a pedestrian to cross the street.,interaction with other road users:pedestrians and cyclists: crossing
14567,because there are no cars nearby in front of it.,road condition:availability:clear road
4065,because traffic is clear.,interaction with other road users:traffic:light&road condition:availability:clear road
2537,because the lane is clear.,road condition:availability:clear road
8583,as the traffic in front of it moves forward.,interaction with other road users:traffic:moving forward:normally
6310,because there is a gap in traffic.,unclassified
3271,because it is parked,ego car driving intention: vehicle longitudinal activity:park
14955,because the road is empty but it is night time.,road condition:availability:clear road
