id,Justification,Category
474,because the oncoming lane is clear.,road condition:availability:clear road
1989,because it's heading down the road,ego car driving intention:vehicle longitudinal activity:driving forward
799,as it goes downhill on the snowy road,environment:weather:snow
262,"since it has passed the double parked car, but the light is red.",ego car driving intention:vehicle longitudinal activity:passing&traffic conditions:traffic light:red light
262,"since it has passed the double parked car, but the light is red.",ego car driving intention:vehicle longitudinal activity:passing&traffic conditions:traffic light:red light
146,The car is approaching a T intersection controlled by a stop sign,traffic conditions:traffic sign:stop sign
2052,since the road is clear of cars.,road condition:availability:clear road
1611,for a speed bump.,road condition:speed regulations:speed bump
636,The car has completed its passing maneuver and is driving in the right hand lane,ego car driving intention:vehicle longitudinal activity:passing
155,because the car in front slows down.,interaction with other road users:lead vehicle:decelerating
1471,since there was some room to go in front.,unclassified
1436,as traffic in front of it brakes.,interaction with other road users:traffic:decelerating
1556,as the vehicle in front of it accelerates.,interaction with other road users:lead vehicle:accelerating
1245,because there are no other cars in its lane.,road condition:availability:clear road
1073,since the car is trying to turn right.,ego car driving intention:vehicle lateral activity:turning
1732,because the traffic in front is stopped.,interaction with other road users:traffic:stop
377,since it's at the red light,traffic conditions:traffic light:red light
1943,because there are no vehicles in front of it.,road condition:availability:clear road
16,since it is waiting for the pedestrians to cross.,interaction with other road users:pedestrians:crossing
1235,The car has arrived at the intersection controlled by a red light.,traffic conditions:traffic light:red light
730,The vehicle ahead of the car has stopped to allow another vehicle to make a turn through the intersection ahead.,interaction with other road users:lead vehicle:stop
483,because the traffic light turned yellow and then red.,traffic conditions:traffic light:red light
435,The car is approaching an intersection and the light controlling the intersection is red.,traffic conditions:traffic light:red light
195,because there are no other cars on the road.,road condition:availability:clear road
1966,The car has completed negotiating the corner and is driving down the right hand lane,ego car driving intention:vehicle longitudinal activity:driving forward
253,since the light is red.,traffic conditions:traffic light:red light
871,as the light is red.,traffic conditions:traffic light:red light
405,The car has turned onto the roadway and is steering left across lanes of traffic to reach a left turn lane at an upcoming intersection.,ego car driving intention:vehicle lateral activity:turning
568,since the car has to stay behind the truck.,unclassified
138,because traffic is stopped.,interaction with other road users:traffic:stop
789,while driving down the street,ego car driving intention:vehicle longitudinal activity:driving forward
1765,since there are no cars in front.,road condition:availability:clear road
